PersonID,Name,EmploymentHistory,Gender,Generation,Age,Multiple Doctoral Degrees,Multiple Master's Degrees,Multiple Bachelor's Degrees,Doctorate Area of Study,Pathway,Years in Presidency,Provost or Dean,Sector,Size Category,Research Expenses Per FTE,Endowment Value Per FTE,Carnegie Classification,Land Grant,president
243,"Allbritten, Jeffery S. ",Y,Male,Baby Boomers,50-59,Yes,Yes,Yes,Science/Math,Traditionalist,4-6,Dean,"Public, 4-year or above","10,000 - 19,999",$0K - $.1K,$1K - $10K,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,Not a Land Grant Institution,University Presidents
244,"Pressimone, J. Michael ",Y,Male,Baby Boomers,70-79,Yes,Yes,Yes,Other Applied,Traveler,0-3,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
247,"Martin, Mirta M ",Y,Female,Baby Boomers,50-59,Yes,Yes,Yes,Other Applied,Traveler,0-3,Dean,"Public, 4-year or above","10,000 - 19,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
248,"Thomas, Dene K ",Y,Female,Not available,Not available,Yes,No,Yes,Arts/Humanities,Traditionalist,7-10,Not available,"Public, 4-year or above","1,000 - 4,999",$.1K - $1K,$1K - $10K,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
249,"Jones, Paul ",Y,Male,Not available,Not available,Yes,Yes,Yes,Other Applied,Traditionalist,0-3,Not available,"Public, 4-year or above","1,000 - 4,999",$1K - $10K,$1K - $10K,Master's Colleges & Universities: Small Programs,Land Grant Institution,University Presidents
250,"Cevallos, F. Javier ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Not available,Traditionalist,0-3,Not available,"Public, 4-year or above","5,000 - 9,999",$.1K - $1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
251,"Carter, Luther F ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Not available,Traveler,15+,Not available,"Public, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Small Programs,Not a Land Grant Institution,University Presidents
253,"Porterfield, Daniel ",Y,Male,Baby Boomers,50-59,Yes,Yes,Yes,Arts/Humanities,Traveler,4-6,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$1K - $10K,$100K+,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
254,"Minar, Thomas J. ",Y,Male,Baby Boomers,50-59,Yes,Yes,Yes,Social Science,Traditionalist,0-3,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
255,"Mooney, Kim ",Y,Female,Baby Boomers,50-59,Yes,Yes,Yes,Social Science,Traditionalist,0-3,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
256,"Decker, David R. ",Y,Male,Not available,Not available,Yes,Yes,Yes,Not available,Traditionalist,7-10,Dean,"Private not-for-profit, 4-year or above","5,000 - 9,999",$0K - $.1K,$1K - $10K,Special Focus Four-Year: Business & Management Schools,Not a Land Grant Institution,University Presidents
257,"Miller, Richard K. ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Science/Math,Traditionalist,15+,Dean,"Private not-for-profit, 4-year or above","Under 1,000",$1K - $10K,$100K+,Special Focus Four-Year: Engineering Schools,Not a Land Grant Institution,University Presidents
261,"Nowaczyk, Ronald H. ",Y,Male,Baby Boomers,60-69,Yes,No,Yes,Social Science,Traditionalist,0-3,Provost,"Public, 4-year or above","5,000 - 9,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
263,"Cordano, Roberta J. ",Y,Female,Not available,Not available,Yes,No,Yes,Law,Traveler,0-3,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$1K - $10K,$100K+,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
264,"Taylor, Keith ",Y,Male,Baby Boomers,50-59,Yes,Yes,Yes,Science/Math,Traditionalist,4-6,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$10K - $100K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
265,"Bonner, A. Frank ",Y,Male,Baby Boomers,70-79,Yes,Yes,Yes,Not available,Traditionalist,11-15,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Doctoral Universities: Moderate Research Activity,Not a Land Grant Institution,University Presidents
267,"Troup, Calvin L.  ",Y,Male,Baby Boomers,50-59,Yes,Yes,Yes,Not available,Traveler,0-3,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
268,"Baker, Robin ",Y,Male,Baby Boomers,50-59,Yes,Yes,Yes,Social Science,Traditionalist,7-10,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
269,Ángel Cabrera,Y,Male,Not available,Not available,Yes,Yes,Yes,Social Science,Traveler,4-6,Dean,"Public, 4-year or above","20,000 and above",$1K - $10K,$1K - $10K,Doctoral Universities: Highest Research Activity,Not a Land Grant Institution,University Presidents
271,"Greene, M. Dwaine ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Medical,Traditionalist,4-6,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
272,"DeGioia, John J.  ",Y,Male,Baby Boomers,60-69,Yes,No,Yes,Arts/Humanities,Traditionalist,4-6,Provost,"Private not-for-profit, 4-year or above","10,000 - 19,999",$10K - $100K,$10K - $100K,Doctoral Universities: Highest Research Activity,Not a Land Grant Institution,University Presidents
274,"Dorman, Steve ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Other Applied,Traditionalist,4-6,Dean,"Public, 4-year or above","5,000 - 9,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
275,"Preczewski , Stanley C. “Stas” ",Y,Male,Baby Boomers,50-59,Yes,Yes,Yes,Other Applied,Traveler,0-3,Provost,"Public, 4-year or above","10,000 - 19,999",$0K - $.1K,$0K - $.1K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
276,"Green, Don ",Y,Male,Not available,Not available,Yes,Yes,Yes,Other Applied,Traveler,0-3,Dean,"Public, 4-year or above","5,000 - 9,999",$0K - $.1K,$0K - $.1K,Baccalaureate/Associate's Colleges: Associate's Dominant,Not a Land Grant Institution,University Presidents
277,"Peterson, G.P. ""Bud"" ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Science/Math,Traveler,7-10,Provost,"Public, 4-year or above","20,000 and above",$10K - $100K,$10K - $100K,Doctoral Universities: Highest Research Activity,Not a Land Grant Institution,University Presidents
278,"Hebert, Jaimie ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Science/Math,Traditionalist,0-3,Provost,"Public, 4-year or above","20,000 and above",$.1K - $1K,$1K - $10K,Doctoral Universities: Moderate Research Activity,Not a Land Grant Institution,University Presidents
279,"Patterson, Charles E. ",Y,Male,Generation X,40-49,Yes,No,Yes,Science/Math,Traveler,0-3,Dean,"Public, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
280,"Becker, Mark P. ",Y,Male,Baby Boomers,50-59,Yes,No,Yes,Science/Math,Traditionalist,7-10,Provost,"Public, 4-year or above","20,000 and above",$1K - $10K,$1K - $10K,Doctoral Universities: Highest Research Activity,Not a Land Grant Institution,University Presidents
281,"Marbach, Joseph R. ",Y,Male,Baby Boomers,50-59,Yes,No,Yes,Social Science,Traveler,0-3,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
282,"Riggs, Janet Morgan ",Y,Female,Not available,Not available,Yes,Yes,Yes,Social Science,Traditionalist,7-10,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$100K+,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
